fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
MUNIN,Utvinning,"Forekomstene skal produseres med forskjellige utvinningsstrategier. De største oljeforekomstene skal produseres med vanninjeksjon, mens gassforekomster og mindre oljeforekomster skal produseres med trykkavlastning. Gassløft skal brukes i oljebrønner.",42002476,23.08.2023,28.05.2024
MUNIN,Status,"Feltet er under utbygging. Munin bygges ut samordnet med feltene Hugin og Fulla i Yggdrasilområdet. Produksjonen er planlagt å starte i 2027. Det er også planer om å bore flere uprøvde strukturer som kan produseres gjennom tilgjengelige brønnslisser, eller fra nye havbunnsrammer.",42002476,14.12.2023,28.05.2024
MURCHISON,Status,"Murchison ble stengt ned i 2014, og innretningen ble fjernet i 2017.",43665,09.12.2023,28.05.2024
MURCHISON,Transport,Brønnstrømmen ble sendt gjennom Brent rørledningssystemet til Sullom Voe på Shetlandsøyene i Storbritannia.,43665,28.02.2023,28.05.2024
MURCHISON,Utvinning,Feltet ble produsert med trykkstøtte fra vanninjeksjon.,43665,28.02.2023,28.05.2024
MURCHISON,Reservoar,Murchison produserte olje fra sandstein av mellomjura alder i Brentgruppen.,43665,28.02.2023,28.05.2024
MURCHISON,Utbygging,"Murchison ligger i Tampen-området i den nordlige delen av Nordsjøen, på grensen mellom norsk og britisk sektor. Den norske delen av feltet utgjorde 22,2 prosent. Murchison ble påvist i 1975, og plan for utbygging og drift (PUD) ble godkjent i 1976. Feltet ble bygd ut på britisk sektor med en kombinert bore-, bolig- og produksjonsinnretning. Britiske og norske rettighetshavere og myndigheter inngikk en avtale om felles utnyttelse av ressursene på Murchison i 1979. Produksjonen startet i 1980.",43665,28.02.2023,28.05.2024
NJORD,Transport,Produsert olje transporteres i rørledning til lagerskipet Njord Bravo og videre med tankskip til markedet. Gass fra feltet eksporteres gjennom en 40 kilometer lang rørledning koblet til Åsgard Transport System (ÅTS) og videre til terminalen på Kårstø.,43751,28.02.2023,28.05.2024
NJORD,Utbygging,"Njord ligger i Norskehavet, 30 kilometer vest for Draugen. Vanndybden er 330 meter. Njord ble påvist i 1986, og plan for utbygging og drift (PUD) ble godkjent i 1995. Feltet er bygd ut med en flytende stålinnretning med bore- og prosessanlegg, Njord A, og lagerskipet Njord Bravo. Produksjonen startet i 1997 og opphørte midlertidig i 2016 da Njord A ble stengt og slept til land for oppgradering og modifisering. Endret PUD for oppgraderingen ble godkjent i 2017. Njord begynte å produsere igjen i slutten av 2022. Feltene Hyme, Fenja og Bauge er tilknyttet Njord.",43751,14.12.2023,28.05.2024
NJORD,Status,Boring av nye brønner startet i august 2023. Njord er planlagt å forsynes delvis med kraft fra land via innretningen på Draugen om noen år. ,43751,14.12.2023,28.05.2024
NJORD,Utvinning,"Den opprinnelige utvinningsstrategien var gassinjeksjon som trykkstøtte i deler av reservoaret og trykkavlastning i resten. Etter at gasseksporten begynte i 2007, ble bare små gassvolumer injisert. På grunn av det komplekse reservoaret med mange forkastninger, har feltet en relativt lav utvinningsgrad.",43751,28.02.2023,28.05.2024
NJORD,Reservoar,Njord produserer olje fra sandstein av jura alder i Tilje- og Ileformasjonene. Feltet har et komplisert forkastningsmønster med bare delvis kommunikasjon mellom segmentene. Reservoarkvaliteten varierer i ulike soner. Reservoaret ligger på 2850 meters dyp.,43751,28.02.2023,28.05.2024
NORDØST FRIGG,Utvinning,Feltet ble produsert med trykkavlastning.,43568,28.02.2023,28.05.2024
NORDØST FRIGG,Utbygging,"Nordøst Frigg ligger i den sentrale delen av Nordsjøen. Nordøst Frigg ble påvist i 1974, og plan for utbygging og drift (PUD) ble godkjent i 1980. Vanndybden er 110 meter. Feltet ble bygd ut med en havbunnsramme med seks brønner, og det ble fjernstyrt fra et kontrolltårn på Frigg. Kontrolltårnet bestod av et dekk og en 126 meter høy stålstruktur som stod på et betongfundament. Produksjonen startet i 1983.",43568,28.02.2023,28.05.2024
NORDØST FRIGG,Status,"Nordøst Frigg ble stengt ned i 1993, og innretningen ble fjernet i 1996. Utbyggingen av Yggdrasilområdet kan gi mulighet for en fremtidig gjenutbygging av feltet.",43568,09.12.2023,28.05.2024
NORDØST FRIGG,Reservoar,Nordøst Frigg produserte gass fra sandstein av eocen alder i Friggformasjonen. Reservoaret ligger på 1950 meters dyp. Det har trykkommunikasjon med reservoaret på Frigg via vannsonen.,43568,28.02.2023,28.05.2024
NORDØST FRIGG,Transport,Brønnstrømmen ble sendt i rørledning til Frigg (TCP2) for videre prosessering før eksport gjennom rørledningen Frigg Norwegian Pipeline til terminalen Shell-Esso Gas and Liquids (SEGAL) i St. Fergus i Storbritannia.,43568,28.02.2023,28.05.2024
NORNE,Utbygging,"Norne ligger i Norskehavet, 80 kilometer nord for Heidrun. Vanndybden er 380 meter. Norne ble påvist i 1992, og plan for utbygging og drift (PUD) ble godkjent i 1995. Feltet er bygd ut med et produksjons- og lagerskip (FPSO) som er koblet til sju havbunnsrammer. Produksjonen startet i 1997. Endret PUD for flere nærliggende forekomster rundt Norne og Urd ble godkjent i 2008. Feltene Alve, Urd, Skuld og Marulk er knyttet til Norneskipet.",43778,28.02.2023,28.05.2024
NORNE,Utvinning,"Oljen produseres med vanninjeksjon som drivmekanisme. Gassinjeksjonen opphørte i 2005, og all gass eksporteres.",43778,28.02.2023,28.05.2024
NORNE,Status,"Produksjon fra Norne er avtakende. Produksjonsutfordringer er knyttet til reservoar forsuring, økende vanngjennombrudd, scale problemer og brønnintegritet på grunn av aldrende fasiliteter. Hovedaktivitetene er identifisering av nye boremål og optimalisering av vanninjeksjonsstrategi. 
Tilknytning til skipet av feltet Verdande og funnet 6507/3-8 Andvare pågår.",43778,14.12.2023,28.05.2024
NORNE,Transport,Oljen eksporteres med tankskip. Siden 2001 er gassen blitt eksportert i en egen rørledning til Åsgard og via Åsgard Transport System (ÅTS) til terminalen på Kårstø.,43778,28.02.2023,28.05.2024
NORNE,Reservoar,"Norne produserer olje og gass fra jura sandstein. Oljen finnes i hovedsak i Ile- og Tofteformasjonene, og gassen i Notformasjonen. Reservoaret ligger på 2500 meters dyp, og det har god kvalitet.",43778,28.02.2023,28.05.2024
NOVA,Status,Produksjonen fra feltet er i henhold til reservert prosesskapasitet på Gjøa-innretningen. Hovedfokuset er å optimalisere trykkstøtte til produksjonsbrønnene.,33197696,14.12.2023,28.05.2024
NOVA,Transport,"Brønnstrømmen transporteres til Gjøa for prosessering og eksport. Oljen transporteres videre gjennom Troll Oljerør II til Mongstad, og gassen eksporteres via rørledningen Far North Liquids and Associated Gas System (FLAGS) til St. Fergus i Storbritannia.",33197696,28.02.2023,28.05.2024
NOVA,Utvinning,"Feltet produseres med trykkstøtte fra vanninjeksjon, samt gassløft.",33197696,28.02.2023,28.05.2024
NOVA,Reservoar,"Reservoaret inneholder olje med gasskappe i sandstein av senjura alder i Heatherformasjonen i Vikinggruppen, og ligger på 2500 meters dyp. Reservoarkvaliteten er god.",33197696,28.02.2023,28.05.2024
NOVA,Utbygging,"Nova ligger i den nordlige delen av Nordsjøen, 20 kilometer sørvest for Gjøa. Vanndybden er 370 meter. Nova ble påvist i 2012, og plan for utbygging og drift (PUD) ble godkjent i 2018. Utbyggingsløsningen består av to havbunnsrammer med fire brønnslisser, én med tre brønner for oljeproduksjon og én med tre brønner for vanninjeksjon, knyttet til Gjøa-innretningen. Produksjonen startet i 2022.",33197696,14.12.2023,28.05.2024
ODA,Utvinning,Feltet produseres med trykkstøtte fra vanninjeksjon.,29412516,28.02.2023,28.05.2024
ODA,Transport,Brønnstrømmen transporteres i rørledning til Ula for behandling. Oljen eksporteres til Ekofisk og videre i Norpipe oljerørledning til terminalen på Teesside i Storbritannia. Gassen selges til Ula for injeksjon i reservoaret for å øke oljeutvinningen fra feltet.,29412516,28.02.2023,28.05.2024
ODA,Status,Boring av produksjonsbrønnene har vist at reservoaret er både mer komplekst og mindre enn antatt. Dermed er de estimerte utvinnbare volumene blitt redusert. I 2023 har produksjonen vært avtagende som følge av økende vannkutt. ,29412516,14.12.2023,28.05.2024
ODA,Reservoar,Oda produserer olje fra sandstein av senjura alder. Hovedreservoaret er i Ulaformasjonen og ligger på 2900 meters dyp. Reservoaret har en høy helning og kvaliteten er god.,29412516,28.02.2023,28.05.2024
ODA,Utbygging,"Oda ligger i den sørlige delen av norsk sektor i Nordsjøen, 14 kilometer øst for Ula. Vanndybden er 65 meter. Oda ble påvist i 2011, og plan for utbygging og drift (PUD) ble godkjent i 2017. Utbyggingskonseptet er en havbunnsramme med to produksjonsbrønner og en injeksjonsbrønn knyttet til Ula. Produksjonen startet i 2019.",29412516,28.02.2023,28.05.2024
ODIN,Utbygging,"Odin ligger i den sentrale delen av Nordsjøen, åtte kilometer nordøst for Frigg. Vanndybden er 100 meter. Odin ble påvist i 1974, og plan for utbygging og drift (PUD) ble godkjent i 1980. Utbyggingsløsningen var en innretning med forenklet bore- og prosessutstyr og et boligkvarter. Produksjonen startet i 1984.",43610,28.02.2023,28.05.2024
ODIN,Status,"Odin ble stengt ned i 1994, og innretningen ble fjernet i 1997. Utbyggingen av Yggdrasilområdet kan gi mulighet for en fremtidig gjenutbygging av feltet.

",43610,09.12.2023,28.05.2024
ODIN,Reservoar,Odin produserte gass fra sandstein av eocen alder i Friggformasjonen. Reservoaret ligger på om lag 2000 meters dyp. Det har trykkommunikasjon med Frigg-reservoaret via vannsonen.,43610,28.02.2023,28.05.2024
ODIN,Transport,Gassen ble sendt i rørledning til Frigg (TCP2) for videre prosessering før eksport gjennom rørledningen Frigg Norwegian Pipeline til terminalen Shell-Esso Gas and Liquids (SEGAL) i St. Fergus i Storbritannia.,43610,28.02.2023,28.05.2024
ODIN,Utvinning,Feltet ble produsert med trykkavlastning. Reservoaret hadde et begrenset vanndriv sammenlignet med de øvrige feltene i Friggområdet.,43610,28.02.2023,28.05.2024
ORMEN LANGE,Utbygging,"Ormen Lange ligger i den sørlige delen av Norskehavet, 120 kilometer vest-nordvest for prosessanlegget på Nyhamna. Vanndybden varierer fra 800 til over 1100 meter. Ormen Lange ble påvist i 1997, og plan for utbygging og drift (PUD) ble godkjent i 2004. Dypt vann og forholdene på havbunnen gjorde utbyggingen vanskelig, og utvikling av ny teknologi var nødvendig. Feltet ble bygd ut i flere faser. Utbyggingsløsningen består av fire havbunnsrammer, hver med åtte brønnslisser. Det er totalt 24 produksjonsbrønner. Feltet kom i produksjon i 2007 fra to havbunnsrammer sentralt på feltet. I 2009 og 2011 ble det installert to bunnrammer i henholdsvis den sørlige og nordlige delen av feltet. I 2022 ble en endret PUD for undervanns gasskompresjon godkjent.",2762452,28.02.2023,28.05.2024
ORMEN LANGE,Status,"Produksjonen fra feltet er avtakende, og hovedfokus er å øke utvinningen fra feltet. Installering av undervanns gasskompresjon pågår.",2762452,14.12.2023,28.05.2024
ORMEN LANGE,Reservoar,Ormen Lange produserer veldig tørr gass og mindre mengder kondensat fra sandstein av paleocen alder i Eggaformasjonen. Reservoaret ligger på 2700-2900 meters dyp under havoverflaten og har svært god kvalitet.,2762452,28.02.2023,28.05.2024
ORMEN LANGE,Transport,Brønnstrømmen transporteres i to flerfaserørledninger til terminalen på Nyhamna for prosessering. Gassen eksporteres via Langeledrørledningen og Sleipner til Easington i Storbritannia. Kondensatet eksporters med tankskip fra Nyhamna.,2762452,14.12.2023,28.05.2024
ORMEN LANGE,Utvinning,Feltet produseres med trykkavlastning.,2762452,28.02.2023,28.05.2024
OSEBERG,Utbygging,"Oseberg ligger i den nordlige delen av Nordsjøen. Vanndybden er 100 meter. Oseberg ble påvist i 1979, og plan for utbygging og drift (PUD) ble godkjent i 1984. Feltet er bygd ut i flere faser, og det kom i produksjon i 1988. Oseberg feltsenter i sør bestod opprinnelig av prosess- og boliginnretningen Oseberg A og bore- og vanninjeksjonsinnretningen Oseberg B. PUD for Oseberg C ble godkjent i 1988, den inkluderte en integrert produksjons-, bore- og boliginnretning (PDQ) i den nordlige delen av feltet. PUD for gassfasen ble godkjent i 1996, den inkluderte gassprosesseringsinnretningen Oseberg D. PUD for Oseberg Vestflanken ble godkjent i 2003, den omfattet en bunnramme knyttet til Oseberg B. I 2005 ble PUD for Oseberg Delta godkjent, den inkluderte en bunnramme knyttet til Oseberg D. PUD for Oseberg Delta II, som inkluderte to havbunnsrammer tilknyttet Oseberg feltsenter, ble godkjent i 2013. PUD for Oseberg Vestflanken II ble godkjent i 2016. Den inkluderte en ubemannet brønnhodeinnretning, Oseberg H, og nye brønner fra eksisterende G4-rammen på Vestflanken. PUD for Oseberg feltsenter lavtrykk gassproduksjon og kraft fra land ble godkjent i 2022. Feltene Oseberg Øst, Oseberg Sør og Tune er tilknyttet feltsenteret på Oseberg.",43625,28.02.2023,28.05.2024
OSEBERG,Utvinning,"Oseberg produseres med trykkavlastning, samt trykkvedlikehold med injeksjon av gass og vann i noen strukturer. Massiv gassinjeksjon høyt oppe på strukturen i hovedfeltet gir svært god fortrengning av oljen, og det er nå dannet en stor gasskappe. Tidligere ble injeksjonsgass importert fra Troll Øst. Gassnedblåsning har gradvis begynt i store deler av feltet mens det fortsatt injiseres i andre deler av feltet.",43625,14.12.2023,28.05.2024
OSEBERG,Transport,"Oljen transporteres via Oseberg Transport System (OTS) til Stureterminalen. Gassen transporteres via rørledningen Oseberg Gasstransport (OGT) og det nye Heimdalomløpet på havbunnen til Statpipe-systemet, og videre til kontinentet samt gjennom Vesterled til Storbritannia.",43625,14.12.2023,28.05.2024
OSEBERG,Status,Strategien for hovedreservoarene på Oseberg er å balansere oljeproduksjonen med økende gassuttak. For å øke utvinningen fra den nordlige delen av feltet er innløpstrykket til Oseberg C-innretningen redusert. Nye produksjonsbrønner bores kontinuerlig for å øke oljeutvinningen. Gassnedblåsning fra Oseberg Delta-strukturen startet i 2022. De første dedikerte gassproduksjonsbrønner ble boret i 2023. ,43625,14.12.2023,28.05.2024
OSEBERG,Reservoar,"Oseberg produserer olje og gass fra sandstein av mellomjura alder i Brentgruppen. Hovedreservoarene er i Oseberg- og Tarbertformasjonene, men det er også produksjon fra Etive- og Nessformasjonene. Reservoarene ligger på 2300-2700 meters dyp og har stort sett god kvalitet. Feltet er delt inn i flere strukturer. Satellittstrukturene vest for hovedstrukturen produserer også fra Statfjordgruppen og Cookformasjonen.",43625,28.02.2023,28.05.2024
OSEBERG SØR,Reservoar,"Oseberg Sør produserer olje og gass fra flere forekomster i sandstein av jura alder. Hovedreservoarene er i Tarbert- og Heatherformasjonene. Reservoarene ligger på 2200-2800 meters dyp, og er av moderat kvalitet.",43645,28.02.2023,28.05.2024
OSEBERG SØR,Status,"Videre modning av nye boremål er et fokusområde, men utfordringen er et begrenset antall ledige brønnslisser. Flere prosjekter evalueres for å øke utvinning fra Oseberg Sør.",43645,28.02.2023,28.05.2024
OSEBERG SØR,Transport,"Oljen transporteres i rørledning fra Oseberg Sør-innretningen til Oseberg feltsenter, der den blir behandlet. Den transporteres videre via Oseberg transportsystem (OTS) til Stureterminalen. Gassen transporteres via Omega Nord-forekomsten til Oseberg feltsenter for behandling og videre til markedet via Oseberg Gas Transport (OGT) til enten Statpipe eller Vesterled.",43645,28.02.2023,28.05.2024
OSEBERG SØR,Utbygging,"Oseberg Sør ligger i den nordlige delen av Nordsjøen, like sør for Oseberg. Vanndybden er 100 meter. Oseberg Sør ble påvist i 1984, og plan for utbygging og drift (PUD) ble godkjent i 1997. Feltet er bygd ut med en integrert stålinnretning med boligkvarter, boremodul og førstetrinnsseparasjon av olje og gass. Sluttbehandling av olje og gass foregår på Oseberg feltsenter. Produksjonen startet i 2000. Senere ble flere forekomster på feltet bygd ut med havbunnsrammer knyttet til Oseberg Sør-innretningen: PUD for Oseberg Sør J-strukturen ble godkjent i 2003, PUD-fritak for G-sentral strukturen ble innvilget i 2008 og PUD for Stjerne-forekomsten ble godkjent i 2011. PUD for Oseberg feltsenter lavtrykk gassproduksjon og kraft fra land til Oseberg Sør-innretningen ble godkjent i 2022.",43645,13.12.2023,28.05.2024
OSEBERG SØR,Utvinning,Feltet produseres hovedsakelig med vann- og gassinjeksjon. Det er også vann- alternerende gassinjeksjon (VAG) i deler av feltet. Vann til injeksjon blir produsert fra Utsiraformasjonen. Noen av strukturene produseres med trykkavlastning.,43645,09.12.2023,28.05.2024
OSEBERG ØST,Utbygging,"Oseberg Øst ligger i den nordlige delen av Nordsjøen, 15 kilometer øst for Oseberg. Vanndybden er 160 meter. Oseberg Øst ble påvist i 1981, og plan for utbygging og drift (PUD) ble godkjent i 1996. Feltet er bygd ut med en integrert fast innretning med boligkvarter, boremodul og førstetrinnsseparasjon av olje, vann og gass. Produksjonen startet i 1999. PUD-fritak for Beta Øst-segmentet ble innvilget i 2004.",43639,28.02.2023,28.05.2024
OSEBERG ØST,Utvinning,Feltet produseres med delvis trykkstøtte fra både vann- og gassinjeksjon. Vann for injeksjon er produsert fra Utsiraformasjonen.,43639,28.02.2023,28.05.2024
OSEBERG ØST,Status,"Produksjonen på Oseberg Øst er i sen halefase, og hovedutfordringen er å maksimere oljeutvinningen innen feltets levetid. For å øke produksjonen fokuseres det på dreneringsstrategi, inkludert injeksjonsoptimalisering og brønnintervensjoner. Det er også viktig å maksimere gassraten ettersom produsert gass brukes for kraftgenerering på innretningen.",43639,09.12.2023,28.05.2024
OSEBERG ØST,Reservoar,Oseberg Øst produserer olje fra sandstein av mellomjura alder i Brentgruppen. Feltet består av to strukturer som er skilt av en forseglende forkastning. Strukturene inneholder flere oljeførende lag med varierende reservoaregenskaper. Reservoaret ligger på 2700-3100 meters dyp.,43639,28.02.2023,28.05.2024
OSEBERG ØST,Transport,"Oljen transporteres i rørledning til Oseberg-feltsenter for videre behandling og transport via Oseberg Transport System (OTS) til Stureterminalen. Gassen brukes hovedsakelig til injeksjon, gassløft og brensel.",43639,28.02.2023,28.05.2024
OSELVAR,Utvinning,Feltet ble produsert med trykkavlastning. ,5506919,28.02.2023,28.05.2024
OSELVAR,Utbygging,"Oselvar ligger i den sørlige delen av norsk sektor i Nordsjøen, 20 kilometer sørvest for Ula. Vanndybden er 70 meter. Oselvar ble påvist i 1991, og plan for utbygging og drift (PUD) ble godkjent i 2009. Utbyggingskonseptet var en bunnramme med tre horisontale produksjonsbrønner koblet til Ula. Produksjonen startet i 2012.",5506919,28.02.2023,28.05.2024
OSELVAR,Reservoar,Oselvar produserte olje og gass fra sandstein av paleocen alder i Fortiesformasjonen. Reservoaret ligger på 2900-3250 meters dyp.,5506919,09.12.2023,28.05.2024
OSELVAR,Status,Oselvar ble stengt ned i 2018 og havbunnsrammen ble fjernet i 2022.,5506919,09.12.2023,28.05.2024
OSELVAR,Transport,"Brønnstrømmen gikk i rørledning til Ula for prosessering. Gassen ble brukt som injeksjonsgass i Ula for å øke utvinningen, mens oljen ble transportert i rørledning til Ekofisk for videre eksport. ",5506919,28.02.2023,28.05.2024
REV,Utbygging,"Rev ligger nær grensen til Storbritannia i den sørlige delen av norsk sektor i Nordsjøen, fire kilometer sør for Varg. Vanndybden er 90-110 meter. Rev ble påvist i 2001, og plan for utbygging og drift (PUD) ble godkjent i 2007. Feltet er bygd ut med et havbunnsramme med tre produksjonsbrønner knyttet til Armadafeltet på britisk kontinentalsokkel. Produksjonen startet i 2009.",4467554,28.02.2023,28.05.2024
REV,Status,De estimerte volumene ble redusert sammenlignet med PUD-estimatene. Feltet har produsert med korte produksjonsperioder og lange perioder med trykkoppbygging siden 2013. Endringer i den periodiske produksjonen har resultert i lengre produksjonsprognose for Rev.,4467554,28.02.2023,28.05.2024
REV,Transport,Brønnstrømmen går gjennom en ti kilometer lang rørledning til Armadafeltet på britisk sektor og videre til terminalen på Teesside for sluttbehandling. Kondensatet selges som stabilisert råolje.,4467554,28.02.2023,28.05.2024
REV,Reservoar,Rev produserer gass og noe kondensat fra Intra Heather sandstein av senjura alder. Reservoaret er en enkel struktur som består av to segmenter. Det omgir en saltstruktur på 3000 meters dyp. Reservoarkvaliteten er god. Målinger har vist at reservoaret er i trykkommunikasjon med Varg-reservoaret.,4467554,28.02.2023,28.05.2024
REV,Utvinning,Feltet produseres med trykkavlastning.,4467554,28.02.2023,28.05.2024
RINGHORNE ØST,Utvinning,"Feltet produseres med naturlig vanndriv fra en regional vannsone på nord- og østsiden av strukturen. Brønnene har gassløft for å optimalisere produksjonen, og dette vil bli utvidet som følge av økende produksjon av vann.",3505505,28.02.2023,28.05.2024
RINGHORNE ØST,Reservoar,"Ringhorne Øst produserer olje med assosiert gass fra sandstein av jura alder i Statfjordgruppen. Reservoaret ligger på 1940 meters dyp, og har svært god kvalitet.",3505505,28.02.2023,28.05.2024
RINGHORNE ØST,Utbygging,"Ringhorne Øst ligger i den sentrale delen av Nordsjøen, seks kilometers nordøst for Balder. Vanndybden er 130 meter. Ringhorne Øst ble påvist i 2003, og plan for utbygging og drift (PUD) ble godkjent i 2005. Feltet er bygd ut med fire produksjonsbrønner boret fra Ringhorne brønnhodeinnretningen. Produksjonen startet i 2006.",3505505,28.02.2023,28.05.2024
RINGHORNE ØST,Transport,"Produksjonen går fra Ringhorne brønnhodeinnretningen til produksjons- og lagerskipet (FPSO) Balder for prosessering, lagring og eksport. Oljen fraktes med tankskip. Eventuell overskuddsgass kan sendes til Jotun FPSO for eksport via Statpipe til terminalen på Kårstø.",3505505,28.02.2023,28.05.2024
RINGHORNE ØST,Status,"Produksjonen er i halefasen. En ny tilleggsbrønn er planlagt boret. Endret PUD for Balder og Ringhorne som ble godkjent 2020 vil også påvirke Ringhorne Øst. Feltets levetid vil bli forlenget, og produksjonen vil økes som følge av økt kapasitet i området. Jotunskipet er for tiden på et verft for vedlikehold og oppgradering. Etter planen skal det være tilbake på feltet i 2024. Frem til da, injiseres overskuddsgass i Balder og Ringhorne Øst feltene.",3505505,24.02.2024,28.05.2024
SIGYN,Status,Feltet er i sen halefase. En tilleggsbrønn ble satt i produksjon på Sigyn Øst i 2022 og den eksisterende produsenten ble konvertert til gassinjektor. Produksjonen er begrenset av brønnytelse og tilgjengelige rørledninger. For tiden er det kun produksjon fra Sigyn Øst. Produksjon fra Sigyn Vest er begrenset fordi rørledningene brukes til gassinjeksjon og oljeproduksjon fra Sigyn Øst.,1630100,09.12.2023,28.05.2024
SIGYN,Utbygging,"Sigyn ligger i den sentrale delen av Nordsjøen, tolv kilometer sørøst for Sleipner Øst. Vanndybden er 70 meter. Sigyn ble påvist i 1982, og plan for utbygging og drift (PUD) ble godkjent i 2001. Feltet er bygd ut med en havbunnsramme med fire slisser koblet til Sleipner A-innretningen. Produksjonen startet i 2002.",1630100,28.02.2023,28.05.2024
SIGYN,Reservoar,"Sigyn produserer gass og kondensat. Feltet omfatter to separate forekomster: Sigyn Vest og Sigyn Øst. Sigyn Vest inneholder rikgass og kondensat, og Sigyn Øst inneholder lettolje. Begge reservoarene er i sandstein av trias alder i Skagerrakformasjonen på 2700 meters dyp.",1630100,28.02.2023,28.05.2024
SIGYN,Transport,Brønnstrømmen sendes gjennom to rørledninger til Sleipner A-innretningen. Salgsgass eksporteres fra Sleipner A via Gassled (område D). Ustabil olje eksporteres i rørledning til terminalen på Kårstø for endelig prosessering.,1630100,28.02.2023,28.05.2024
SIGYN,Utvinning,Sigyn Øst produseres med trykkstøtte fra gassinjeksjon mens Sigyn Vest produseres med trykkavlastning.,1630100,28.02.2023,28.05.2024
SINDRE,Reservoar,"Sindre inneholder olje i sandstein av sentrias til tidligjura alder i Lundeformasjonen, Statfjordgruppen og Dunlingruppen. Hovedreservoaret ligger på 3100 meters dyp. Reservoarkvaliteten er god, men forseglende forkastninger reduserer kommunikasjon i reservoaret. Det er også identifisert reservoar i midtre jura sandstein i Brentgruppen.",29401178,28.02.2023,28.05.2024
SINDRE,Status,Sindre har i lengre tid vært nedstengt på grunn av lavt reservoartrykk. I 2023 har det har vært perioder med begrenset produksjon etter at trykket har bygget seg opp. Syklisk produksjon er planlagt framover. En ny brønn er planlagt boret i 2023/2024 i området mellom Sindre- og Gimlefeltene. Sindre og Gimle har nylig blitt slått sammen til en unit ved navn Brime.,29401178,14.12.2023,28.05.2024
SINDRE,Utbygging,"Sindre ligger i den nordlige delen av Nordsjøen, tre kilometer nordøst for Gullfaks. Vanndybden er 250 meter. Sindre ble påvist og fikk innvilget fritak fra plan for utbygging og drift (PUD) i 2017. Utbyggingskonseptet er en produksjonsbrønn boret fra Gullfaks C-innretningen. Produksjonen startet i 2017.",29401178,28.02.2023,28.05.2024
SINDRE,Transport,Brønnstrømmen fra Sindre og Gimle prosesseres på Gullfaks C-innretningen og transporteres videre sammen med olje og gass fra Gullfaks.,29401178,28.02.2023,28.05.2024
SINDRE,Utvinning,"Feltet produseres med trykkavlastning, men raskt reservoartrykkfall kan gjøre det nødvendig med trykkstøtte.",29401178,28.02.2023,28.05.2024
SKARV,Utvinning,Feltet produseres med trykkstøtte fra gassinjeksjon og gassløft.,4704482,28.02.2023,28.05.2024
SKARV,Utbygging,"Skarv ligger i den nordlige delen av Norskehavet, 35 kilometer sørvest for Norne. Vanndybden er 350-450 meter. Skarv ble påvist i 1998, og plan for utbygging og drift (PUD) ble godkjent i 2007. Forekomstene Skarv, Idun, Ærfugl og Gråsel er bygd ut samtidig. Utbyggingskonseptet er et produksjons- og lagerskip (FPSO) knyttet til fem havbunnsrammer med 15 brønner. Produksjonen startet i 2013.",4704482,28.02.2023,28.05.2024
SKARV,Transport,"Oljen overføres til tankskip via en lastebøye, mens gassen transporteres til terminalen på Kårstø i en 80 kilometer lang rørledning som er koblet til Åsgard Transport System (ÅTS).",4704482,28.02.2023,28.05.2024
SKARV,Status,"Oljeproduksjon fra Skarv er avtagende, og gassinjeksjon er viktig for oljeutvinningen. Gassnedblåsning i deler av reservoaret ble påbegynt i 2022, og vil evalueres kontinuerlig. Arbeid pågår for å evaluere potensialet i tilleggsbrønner og prospekter i området.",4704482,28.02.2023,28.05.2024
SKARV,Reservoar,"Skarv produserer gass og olje fra sandstein av tidlig- og mellomjura alder i Tilje-, Ile- og Garnformasjonene. Garnformasjonen har god reservoarkvalitet, mens Tiljeformasjonen har relativt dårlig kvalitet. Reservoarene er inndelt i flere forkastningssegmenter og ligger på 3300-3700 meters dyp. Snadd-forekomstene består av gass i sandstein av kritt alder i Lysingformasjonen.",4704482,28.02.2023,28.05.2024
SKIRNE,Transport,Brønnstrømmen fra Skirne ble transportert i rørledning til Heimdal-innretningen for behandling. Gassen ble transportert fra Heimdal i Vesterled-rørledning til St. Fergus-terminalen i Storbritannia. Gassen ble tidligere transportert med Statpipe til kontinentet. Kondensatet ble transportert til Brae-feltet på britisk sektor og videre i Forties-rørledningssystemet til Cruden Bay i Storbritannia.,2138816,16.08.2023,28.05.2024
SKIRNE,Reservoar,"Forekomstene Skirne og Byggve produserte gass og kondensat fra sandstein av mellomjura alder i Brentgruppen. Skirne ligger på 2370 meters dyp, og Byggve på 2900 meters dyp. Reservoarkvaliteten er god.",2138816,16.08.2023,28.05.2024
SKIRNE,Status,Skirne ble nedstengt i juni 2023 og disponeringsaktiviteter pågår.,2138816,16.08.2023,28.05.2024
SKIRNE,Utbygging,"Skirne, inkludert forekomsten Byggve, ligger i den sentrale delen av Nordsjøen, 20 kilometer øst for Heimdal. Vanndybden er 120 meter. Skirne ble påvist i 1990, og plan for utbygging og drift (PUD) ble godkjent i 2002. Feltet var bygd ut med to havbunnsrammer som var knyttet til Heimdalinnretningen. Produksjonen startet i 2004. Atla ble koblet til Skirne i 2012.",2138816,16.08.2023,28.05.2024
SKIRNE,Utvinning,Feltet ble produsert med trykkavlastning.,2138816,16.08.2023,28.05.2024
SKOGUL,Utvinning,Feltet produseres med trykkavlastning og naturlig trykkstøtte fra vannsonen.,31164600,28.02.2023,28.05.2024
